"hhnr","Period_1","Period_2","Period_3","Period_4","Period_5","Period_6","Period_7","Period_8"
"17229",1,1,1,0,0,1,1,1
"16252",1,1,1,1,1,1,1,1
"22423",0,0,0,0,1,0,0,0
"23325",1,0,0,0,0,0,0,0
"32731",1,1,1,1,1,1,1,1
"13095",1,1,1,1,1,0,1,1
"14870",1,1,1,1,1,0,0,1
"26801",0,1,0,1,0,0,0,0
"31657",0,0,0,0,1,1,1,0
"27308",1,1,0,0,0,1,0,0
"41206",1,0,0,0,0,0,0,0
"35767",1,1,1,0,0,0,0,0
"32969",1,1,1,1,0,0,1,1
"20787",0,0,0,0,0,0,0,0
"24360",1,1,0,0,0,0,0,0
"24078",0,0,0,0,0,0,0,1
"39761",1,1,0,0,0,0,0,0
"40830",1,1,1,0,0,0,0,0
"25930",1,1,0,0,0,0,0,0
"28364",1,1,0,0,0,0,0,0
"20724",1,1,1,0,1,0,0,0
"21784",1,0,0,0,0,0,0,0
"33830",1,1,1,0,0,0,0,0
"33346",1,1,1,1,1,1,1,1
"28340",1,1,1,1,1,1,1,1
"31995",1,1,0,0,0,0,0,0
"16431",0,0,0,0,0,0,0,0
"26974",1,1,0,0,0,0,0,0
"24291",1,1,0,0,0,0,0,0
"16862",1,0,0,0,0,0,0,0
"25597",1,1,1,0,0,0,0,0
"33288",1,1,0,0,0,0,0,0
"33740",1,1,1,1,1,0,1,0
"22928",1,1,1,0,0,0,0,0
"12968",1,1,0,0,0,0,0,1
"13559",1,1,1,0,0,0,0,0
"11512",1,1,1,1,0,0,0,0
"30505",1,1,0,0,0,0,0,0
"32994",1,1,1,1,0,0,0,0
"29174",1,1,1,0,0,0,0,0
"31483",1,1,0,0,0,1,0,0
"27680",1,1,1,0,0,0,0,0
"30164",1,1,0,0,0,0,0,0
"31005",1,1,1,1,1,1,1,1
"29706",1,1,0,0,0,1,1,1
"28341",1,1,1,0,0,0,0,0
"32699",1,1,1,1,1,1,0,0
"40671",1,1,1,1,1,1,1,1
"32704",1,1,1,0,0,1,1,1
"11463",0,0,0,0,0,0,0,0
"32470",0,0,0,0,0,0,1,0
"36152",0,0,0,0,1,0,0,0
"25832",1,1,1,0,0,0,1,0
"34931",1,1,1,0,0,0,0,0
"30651",0,0,0,0,0,0,0,0
"23751",1,1,1,0,1,0,1,0
"21687",1,1,1,1,1,1,1,1
"34929",1,1,1,0,1,1,0,1
"32511",0,1,0,1,1,0,1,0
"26030",1,1,1,1,1,1,1,1
"37457",0,0,0,0,0,1,0,0
"29653",0,0,0,0,0,0,0,1
"37904",1,1,1,1,1,1,0,1
"28320",1,1,0,0,0,0,0,0
"29801",1,1,1,1,1,1,1,1
"42338",1,1,1,0,0,1,1,1
"32964",1,1,1,1,0,1,1,0
"27732",1,1,1,1,1,1,1,0
"19064",1,1,1,0,0,0,0,0
"30905",1,1,0,0,0,0,1,0
"37322",0,0,0,0,0,1,1,1
"12237",0,0,0,0,0,0,0,0
"23609",1,1,1,0,0,0,0,0
"29945",1,1,1,0,0,0,0,0
"23526",1,1,0,0,0,0,0,1
"13066",1,1,1,0,1,0,0,1
"31419",1,1,1,0,0,0,0,0
"33634",1,1,1,0,0,0,0,0
"30278",0,0,0,0,0,1,1,0
"20648",1,1,1,0,1,0,0,0
"33232",1,1,0,1,1,1,1,1
"31261",1,1,0,1,0,0,0,0
"23596",1,1,1,0,0,0,0,0
"25641",1,0,0,0,0,0,0,0
"33627",0,0,0,0,1,0,0,0
"37148",1,1,1,0,0,0,0,0
"32180",1,1,1,1,1,1,1,1
"31748",1,1,1,1,1,1,1,0
"43159",1,1,1,0,0,0,0,0
"23426",1,1,0,0,0,0,0,0
"27640",1,0,0,0,0,0,0,0
"31739",0,0,0,0,0,0,0,0
"36168",1,0,0,0,0,0,0,0
"33225",1,1,1,0,1,0,0,0
"22753",1,1,1,1,1,1,0,1
"30611",1,1,0,0,0,0,0,0
"29867",1,1,1,1,1,1,1,0
"11494",1,1,0,0,0,0,0,0
"33091",1,1,1,1,0,1,0,1
"25016",1,1,1,0,0,0,0,0
"23058",0,0,0,0,0,0,0,1
"33417",1,1,1,1,0,0,0,0
"28998",0,1,0,1,0,0,0,1
"32241",1,1,1,1,1,0,0,0
"21010",1,1,1,1,0,0,0,0
"37071",0,0,0,0,0,1,0,0
"33296",1,1,1,0,0,0,0,0
"32076",1,1,1,0,0,0,1,0
"31067",1,1,1,0,0,0,0,0
"28756",1,1,1,1,0,0,0,0
"24129",1,1,1,0,0,0,0,0
"10386",1,1,1,1,0,1,1,0
"34905",1,1,1,0,0,0,0,0
"27006",1,1,1,0,0,0,0,0
"36504",1,1,1,0,0,0,0,0
"28773",1,1,1,0,0,0,1,1
"25306",1,1,0,1,1,0,0,0
"14553",1,1,1,1,1,1,1,1
"27292",1,1,1,0,0,0,0,0
"28034",1,1,1,1,0,0,0,0
"20699",0,0,0,0,0,0,0,0
"29134",1,1,1,0,0,0,0,0
"42916",1,1,1,0,0,0,0,1
"30715",1,1,1,0,0,1,0,0
"36585",1,1,1,0,0,1,0,0
"15195",1,1,1,0,1,1,1,0
"15211",1,1,0,0,0,0,0,0
"30490",0,0,0,0,0,1,0,0
"14456",1,1,0,0,0,0,0,0
"20692",1,1,1,0,1,1,1,1
"22524",1,1,1,1,0,0,0,0
"28788",1,1,1,0,1,1,0,0
"29107",1,0,0,0,0,0,0,0
"28917",1,1,1,1,0,0,0,0
"29869",1,1,0,0,0,0,0,0
"32926",1,0,0,0,0,0,0,1
"37066",1,1,1,0,1,1,0,0
"18003",1,1,1,0,0,0,0,0
"31769",1,1,1,0,0,0,0,0
"34111",0,0,0,0,0,0,0,0
"21711",0,0,0,0,0,0,0,0
"28187",1,1,1,1,0,1,0,1
"32527",1,1,1,0,0,0,0,0
"37199",1,1,0,0,0,0,0,0
"15883",1,1,1,1,1,1,1,1
"31059",1,1,0,0,1,1,0,0
"31781",1,1,1,0,0,0,0,0
"43156",1,1,1,0,1,1,1,1
"22677",1,1,0,0,0,0,0,0
"28683",1,1,1,0,0,0,0,0
"26078",0,0,0,0,0,0,0,0
"10889",1,1,0,1,1,1,1,1
"28712",0,0,0,0,0,0,0,0
"33962",1,1,1,1,1,1,0,0
"31491",1,1,0,0,0,0,0,0
"14617",1,1,1,0,0,1,0,0
"29254",1,1,1,1,1,1,1,1
"38795",1,1,1,1,1,1,1,1
"27060",0,0,0,0,0,0,1,0
"27982",1,1,1,0,0,0,0,0
"32360",0,0,0,0,0,1,0,0
"20351",1,1,0,0,0,0,0,0
"13872",0,0,0,0,0,0,0,0
"12049",1,1,1,0,0,0,0,0
"28168",0,0,0,0,1,1,0,0
"16842",1,1,1,1,0,1,0,0
"15932",1,0,0,0,0,1,0,0
"26926",1,1,0,0,0,0,0,0
"32983",1,1,0,0,0,0,0,0
"32313",1,1,0,1,1,1,0,0
"14789",1,1,1,1,1,1,1,1
"32126",1,1,1,0,1,1,1,1
"31461",1,1,0,0,0,0,0,0
"17337",1,1,1,0,0,0,0,0
"33316",1,1,0,0,0,1,1,0
"27066",1,1,0,1,0,0,1,1
"28077",1,1,1,0,0,0,0,0
"34027",1,1,1,0,0,0,0,0
"31412",0,0,0,0,0,0,0,0
"30495",1,1,0,0,0,0,0,0
"30507",1,1,1,0,0,0,0,0
"14108",1,0,0,0,1,1,1,1
"27760",1,1,1,0,0,0,0,1
"33902",1,1,1,0,0,0,0,0
"23861",0,0,0,0,0,0,0,0
"16137",0,0,0,0,0,0,1,1
"14253",1,1,1,0,0,0,0,0
"12516",1,1,1,0,0,0,0,0
"15627",1,1,1,0,1,1,1,0
"30617",0,0,0,0,1,0,0,0
"41471",0,0,0,0,0,0,0,0
"22194",1,1,1,1,1,1,1,1
"33231",1,1,1,0,0,0,1,0
"32438",1,1,1,0,0,0,0,0
"25235",1,1,1,1,0,0,0,0
"34081",1,1,1,1,1,1,1,1
"29290",1,1,1,0,0,0,0,0
"18178",0,0,0,0,0,0,0,0
"40232",0,1,0,1,0,0,0,0
"31616",1,1,1,0,0,0,0,0
"30137",1,1,1,0,0,0,0,0
"25239",0,0,0,0,0,0,1,1
"17233",1,1,1,1,0,1,1,1
"26919",1,1,1,1,1,1,1,1
"13174",1,1,1,1,0,0,1,1
"32443",1,1,0,0,0,0,0,0
"15097",1,1,1,0,0,0,0,0
"29233",1,1,1,0,0,0,0,0
"23214",0,0,0,0,0,0,0,0
"28354",0,0,0,0,0,0,0,0
"33217",1,1,1,0,0,0,0,0
"25312",0,0,0,0,0,0,0,0
"28597",1,0,0,0,0,0,0,0
"13182",1,1,1,0,0,0,0,0
"22554",1,1,1,0,0,0,0,0
"33868",1,1,1,0,1,1,0,0
"18410",1,1,1,1,1,1,1,1
"33052",1,1,1,1,1,1,1,1
"15870",1,1,0,1,1,0,0,1
"10563",1,1,1,0,1,0,0,0
"35699",1,1,1,0,1,0,1,1
"32589",1,1,1,1,1,1,1,1
"19888",1,1,1,1,1,1,1,1
"33995",0,0,0,0,0,0,0,1
"11992",1,1,1,0,0,0,0,0
"27993",1,1,1,0,0,0,0,0
"11639",1,1,1,1,1,1,1,1
"31263",1,1,0,0,1,1,1,0
"12244",1,1,1,1,1,1,0,0
"37769",1,1,0,0,0,0,0,0
"33546",1,1,1,0,0,0,0,0
"34993",1,1,1,0,1,1,1,1
"31033",1,1,0,0,0,0,0,0
"34015",1,1,1,0,0,1,1,1
"36764",1,1,1,1,1,1,0,1
"40294",0,0,0,0,0,0,0,0
"25363",1,0,0,0,0,0,0,0
"33589",1,1,0,0,0,0,0,0
"31195",1,1,1,1,0,1,1,0
"33338",0,0,0,0,0,0,0,0
"27193",0,0,0,0,0,0,0,1
"16091",0,0,0,0,0,1,0,0
"33047",1,1,1,1,0,1,0,0
"31887",1,0,0,0,0,1,1,1
"14062",1,1,0,0,1,0,0,0
"29999",1,1,1,1,0,0,0,0
"28365",0,0,0,0,0,0,0,0
"35003",1,1,1,1,1,1,1,1
"25167",1,1,1,0,0,0,0,0
"33559",1,1,1,1,1,1,1,1
"37263",1,1,1,1,1,1,1,1
"22148",1,1,1,0,0,0,0,0
"32531",1,1,1,0,0,0,1,0
"22606",1,1,1,0,1,1,1,1
"31084",1,1,1,0,0,0,0,0
"32487",1,1,1,1,1,1,1,1
"40181",0,0,0,0,0,0,0,0
"28162",1,1,1,0,0,0,0,0
"28158",1,1,1,1,1,0,0,1
"41248",0,0,0,0,0,1,1,1
"33831",1,1,1,0,1,1,0,0
"40833",1,1,0,0,0,0,0,0
"31464",1,1,1,0,0,0,0,0
"29708",0,0,0,0,0,0,0,0
"32295",1,1,0,1,1,0,0,0
"21862",1,0,0,0,0,0,0,0
"18522",1,1,0,0,1,1,1,1
"32129",1,1,1,0,0,0,0,0
"30961",0,0,0,0,0,0,0,0
"33997",0,1,0,1,0,0,0,0
"30777",1,0,0,0,0,0,0,0
"30976",1,1,1,0,1,1,0,1
"29389",1,1,0,0,0,0,0,0
"33137",1,1,1,1,1,1,1,1
"18090",1,1,1,0,1,0,0,0
"31239",0,0,0,0,0,0,0,0
"20468",0,0,0,0,0,1,0,0
"30143",1,1,1,1,1,1,1,1
"17443",1,0,0,0,0,0,0,0
"31687",1,1,1,0,0,0,0,0
"42793",1,1,1,1,1,0,0,1
"24238",1,1,1,0,0,0,0,0
"13681",1,1,1,0,0,0,0,0
"28183",1,1,1,1,1,1,1,1
"21814",1,1,0,0,0,0,0,0
"40813",1,1,1,1,0,0,0,0
"32234",1,1,0,1,1,0,0,0
"30966",1,1,1,0,0,0,0,0
"12441",1,1,1,1,1,1,1,1
"33282",1,1,1,0,1,1,1,1
"26120",1,1,1,0,0,0,0,0
"31729",1,0,0,0,1,1,0,0
"31022",1,1,1,0,0,0,0,0
"30155",1,1,1,1,1,1,1,0
"19984",1,1,1,0,1,0,0,0
"29006",1,1,1,1,1,1,1,1
"18831",1,1,1,0,0,1,0,0
"20320",0,0,0,0,0,0,0,0
"32210",1,1,1,0,0,0,0,0
"18985",1,0,0,0,0,0,0,0
"26525",1,1,1,1,1,0,0,1
"28699",1,0,0,0,0,0,0,0
"20859",1,1,1,0,1,1,0,0
"31806",1,1,1,0,1,1,1,0
"27511",0,0,0,0,0,0,0,0
"23057",0,1,0,1,0,0,0,0
"19837",1,1,1,0,0,1,0,0
"33765",1,1,1,1,1,0,0,0
"35997",1,1,1,1,0,0,0,0
"26750",1,0,0,0,0,0,0,0
"31698",0,0,0,0,0,0,0,0
"32048",1,1,1,1,1,0,0,1
"33722",1,1,1,1,1,1,1,1
"32878",1,1,1,0,1,0,0,0
"30729",1,1,1,0,1,1,1,1
"37461",1,1,1,1,0,1,1,0
"43176",1,1,1,1,1,1,1,1
"30907",0,0,0,0,0,0,0,0
"29829",1,1,0,0,0,0,0,0
"30156",1,1,0,0,0,0,0,0
"32606",1,1,0,0,1,1,1,1
"38010",1,1,1,1,1,1,1,1
"22918",1,1,1,1,1,1,1,1
"30579",1,1,1,1,0,1,1,1
"31318",1,1,1,1,1,0,0,0
"29467",1,1,1,0,1,1,1,0
"23098",0,0,0,0,0,0,1,0
"38314",1,1,1,1,1,0,0,1
"15080",1,1,1,1,1,1,1,1
"23348",0,0,0,0,0,1,1,1
"33061",1,1,1,1,0,0,1,0
