"hhnr","Period_1","Period_2","Period_3","Period_4","Period_5","Period_6","Period_7","Period_8"
"41917",0,1,0,0,0,0,0,0
"20024",0,0,0,0,0,0,0,0
"41434",0,0,0,0,0,0,0,0
"17229",0,0,0,0,0,0,0,0
"16252",0,0,0,0,0,0,0,0
"22423",0,0,1,0,0,0,0,0
"23325",0,1,1,0,0,0,0,1
"32731",0,0,0,0,0,1,0,0
"13095",1,1,0,1,0,1,0,0
"14870",0,0,0,0,0,0,0,0
"26801",1,1,1,1,1,0,0,0
"31657",0,1,0,0,0,0,0,0
"27308",0,0,0,0,0,0,0,0
"41206",0,0,0,0,0,0,0,0
"35767",1,0,1,1,0,1,1,1
"32969",0,1,1,1,0,0,0,0
"20787",0,0,0,0,0,0,0,0
"24360",0,0,0,1,1,1,1,1
"24078",0,0,0,0,0,0,0,0
"39761",0,0,0,0,0,1,0,0
"40830",0,0,0,0,0,0,0,0
"25930",0,0,0,0,0,0,0,0
"28364",0,0,0,0,0,0,0,0
"20724",0,0,0,0,0,0,0,0
"21784",0,1,0,0,0,1,0,0
"33830",0,0,0,0,0,0,0,0
"33346",1,0,0,0,0,0,0,0
"28340",0,0,0,0,0,0,0,0
"31995",0,0,0,0,0,0,0,0
"16431",0,1,0,1,1,1,1,1
"26974",0,1,0,0,1,0,0,0
"24291",0,0,0,1,0,0,0,0
"16862",0,0,0,0,0,0,0,0
"25597",0,0,0,0,0,0,0,1
"33288",0,0,0,0,1,0,0,0
"33740",0,0,1,1,0,0,0,0
"22928",0,0,0,0,0,0,0,0
"12968",0,0,0,0,0,1,0,0
"13559",0,0,0,0,0,0,0,0
"11512",0,0,1,0,0,0,0,0
"30505",0,0,0,0,0,0,0,0
"32994",0,0,0,0,0,0,0,0
"29174",0,0,0,0,0,0,0,0
"31483",0,0,0,0,0,0,0,0
"27680",0,0,0,0,0,0,0,0
"30164",0,1,0,0,0,0,0,0
"31005",0,1,0,0,0,0,0,0
"29706",0,1,0,0,0,0,0,0
"28341",0,0,0,0,0,0,0,0
"32699",0,0,0,0,0,0,0,0
"40671",1,1,1,1,0,0,0,0
"32704",0,0,1,0,0,1,0,0
"11463",0,0,0,0,0,0,0,0
"32470",1,0,0,0,0,1,0,0
"36152",1,0,1,1,0,0,0,0
"25832",0,1,0,0,0,0,0,0
"34931",0,1,1,0,0,0,0,0
"30651",1,1,1,1,0,1,1,1
"23751",0,0,0,0,0,0,0,1
"21687",1,0,0,0,0,0,0,1
"34929",0,1,1,1,1,0,0,0
"32511",0,0,0,0,0,0,0,0
"26030",0,0,0,0,0,0,0,0
"37457",0,0,0,0,0,0,0,1
"29653",0,0,0,0,1,0,0,0
"37904",0,0,0,0,0,0,0,0
"28320",0,0,0,0,0,0,0,0
"29801",1,0,1,0,0,0,1,0
"42338",0,0,0,0,0,0,0,0
"32964",0,0,0,0,0,0,0,0
"27732",0,0,0,0,0,0,0,0
"19064",0,0,0,0,0,0,0,0
"30905",0,0,1,0,0,0,0,0
"37322",0,0,0,0,0,0,0,1
"12237",0,0,0,0,0,0,0,0
"23609",0,1,0,0,0,0,0,0
"29945",0,0,0,0,0,0,0,0
"23526",0,0,0,0,0,0,0,0
"13066",1,0,1,1,1,0,1,1
"31419",0,0,0,1,0,0,0,0
"33634",0,0,0,0,0,0,0,0
"30278",0,0,0,0,0,0,0,0
"20648",0,0,0,0,0,0,0,0
"33232",0,0,0,0,0,0,0,0
"31261",0,0,0,0,0,0,0,0
"23596",0,1,0,0,0,0,0,0
"25641",0,1,0,0,0,0,0,0
"33627",0,1,1,1,1,0,0,0
"37148",0,0,1,0,0,0,0,0
"32180",1,1,1,1,1,0,0,1
"31748",1,0,1,0,1,0,0,0
"43159",1,0,0,0,0,0,1,0
"23426",0,1,0,0,0,0,0,0
"27640",1,1,1,1,1,1,1,0
"31739",0,0,0,0,0,0,0,0
"36168",0,0,0,0,0,0,0,0
"33225",0,0,0,0,0,0,0,0
"22753",0,0,0,0,0,0,0,0
"30611",0,0,0,0,0,0,0,0
"29867",0,1,1,0,0,0,0,0
"11494",0,0,0,0,0,0,0,0
"33091",0,0,0,0,0,0,0,0
"25016",0,0,0,0,0,0,0,0
"23058",0,0,0,0,0,1,0,0
"33417",0,0,0,1,0,0,0,0
"28998",1,1,0,1,1,0,1,1
"32241",1,1,1,1,1,1,0,0
"21010",0,0,0,0,0,0,0,0
"37071",0,0,0,0,0,0,0,0
"33296",0,0,0,0,0,0,0,0
"32076",0,1,1,1,1,1,0,0
"31067",0,0,0,0,0,0,0,0
"28756",0,0,0,0,0,0,0,0
"24129",0,0,0,0,0,1,0,0
"10386",0,0,0,0,0,0,0,0
"34905",0,0,0,0,0,0,0,0
"27006",0,0,0,0,0,0,0,0
"36504",0,0,0,0,0,0,0,0
"28773",0,0,0,0,0,0,0,0
"25306",0,0,0,0,0,0,0,0
"14553",0,0,1,0,0,0,0,0
"27292",0,0,0,0,0,0,0,0
"28034",0,0,0,0,0,0,0,0
"20699",0,0,0,0,0,0,0,0
"29134",0,0,1,0,0,0,0,0
"42916",1,0,1,1,1,1,1,0
"30715",0,0,0,0,0,0,0,0
"36585",0,1,1,0,0,0,0,0
"15195",0,0,0,0,0,0,0,0
"15211",0,0,0,0,0,0,0,0
"30490",0,0,0,0,0,0,0,0
"14456",0,0,0,0,0,0,0,0
"20692",1,0,0,0,0,0,0,0
"22524",0,0,0,0,0,0,0,0
"28788",0,0,0,0,0,0,0,0
"29107",0,0,0,0,0,0,1,0
"28917",0,0,0,0,0,0,0,0
"29869",0,0,0,0,0,0,0,0
"32926",0,0,0,0,1,0,0,0
"37066",0,0,0,0,0,0,0,0
"18003",0,1,0,0,0,0,0,0
"31769",0,0,0,0,0,0,0,0
"34111",0,0,0,1,0,1,0,0
"21711",0,0,0,0,0,0,0,0
"28187",0,0,0,0,0,0,0,0
"32527",0,0,0,0,0,0,0,0
"37199",0,0,0,0,0,0,0,0
"15883",0,0,1,0,1,0,1,1
"31059",0,1,1,1,0,0,0,0
"31781",0,0,0,0,0,0,0,0
"43156",0,0,0,1,1,1,0,0
"22677",0,1,0,0,0,0,0,0
"28683",0,0,1,0,1,1,0,1
"26078",0,0,0,0,1,0,0,0
"10889",0,0,0,0,0,0,0,0
"28712",0,0,0,0,0,0,0,0
"33962",0,0,1,0,0,0,1,0
"31491",0,0,0,0,0,0,0,0
"14617",0,0,0,0,0,0,1,0
"29254",0,0,0,1,0,0,0,0
"38795",0,0,0,0,1,0,0,0
"27060",1,0,0,0,0,0,0,0
"27982",0,0,0,0,0,0,0,0
"32360",1,0,0,0,0,1,1,0
"20351",0,0,0,0,0,0,0,0
"13872",0,0,0,0,0,0,0,0
"12049",0,0,0,1,0,0,0,0
"28168",0,0,0,0,0,0,0,0
"16842",0,0,0,0,0,0,0,0
"15932",1,0,0,1,0,0,1,0
"26926",0,0,0,0,0,0,0,0
"32983",0,0,0,0,1,0,0,0
"32313",0,0,0,0,0,0,0,0
"14789",0,0,0,0,0,0,1,1
"32126",0,0,0,0,0,0,0,0
"31461",0,0,0,0,1,0,0,0
"17337",0,0,0,0,0,0,0,0
"33316",0,0,0,0,0,0,0,0
"27066",0,0,0,0,0,0,0,0
"28077",0,0,0,0,0,0,0,0
"34027",0,0,0,0,0,0,0,0
"31412",0,0,1,0,0,0,0,0
"30495",0,0,0,0,0,0,0,0
"30507",1,0,0,0,0,0,0,0
"14108",0,0,1,0,0,0,0,0
"27760",0,0,0,0,0,0,0,0
"33902",0,0,0,0,1,1,1,0
"23861",0,1,0,0,0,0,0,0
"16137",0,0,0,0,0,0,0,0
"14253",0,0,0,0,0,0,0,0
"12516",0,0,0,0,0,0,0,0
"15627",0,0,0,0,0,0,0,0
"30617",0,0,1,0,0,0,0,0
"41471",1,1,0,0,0,0,0,0
"22194",0,0,0,0,0,0,0,0
"33231",0,0,0,0,0,0,0,0
"32438",0,0,0,0,0,0,0,0
"25235",0,0,1,0,0,0,0,0
"34081",0,0,0,0,0,0,0,0
"29290",1,0,0,0,0,0,0,0
"18178",0,1,0,0,0,0,0,0
"40232",0,0,0,0,0,0,0,0
"31616",0,0,0,0,0,0,0,0
"30137",0,0,0,0,0,0,0,0
"25239",1,0,0,1,0,0,0,0
"17233",0,0,0,0,0,0,0,0
"26919",0,0,0,0,0,0,0,0
"13174",0,0,0,0,0,0,0,0
"32443",1,1,1,0,0,0,0,0
"15097",0,0,0,0,0,0,0,0
"29233",0,1,0,0,0,0,0,0
"23214",0,0,0,0,1,0,0,0
"28354",1,0,1,1,1,1,1,1
"33217",0,0,0,0,0,0,0,0
"25312",0,0,0,0,1,0,0,0
"28597",0,0,0,0,0,0,0,0
"13182",0,0,0,0,0,0,0,0
"22554",0,0,1,0,0,0,1,1
"33868",0,0,0,0,0,0,0,1
"18410",0,0,0,0,0,0,0,0
"33052",0,0,0,0,0,0,0,0
"15870",0,0,0,0,0,0,0,0
"10563",0,0,0,0,0,0,0,0
"35699",0,1,0,0,0,0,0,1
"32589",0,0,0,0,0,0,0,0
"19888",0,0,0,0,0,0,0,0
"33995",1,0,1,0,0,0,0,0
"11992",0,0,0,0,0,0,1,0
"27993",0,0,0,0,0,0,0,0
"11639",0,0,0,0,0,0,0,0
"31263",0,0,0,1,0,0,1,1
"12244",0,0,0,0,0,0,0,0
"37769",0,0,0,0,0,0,0,0
"33546",0,0,0,0,0,0,0,0
"34993",1,1,0,1,0,1,1,1
"31033",0,0,0,0,0,0,0,0
"34015",0,0,1,0,1,1,0,0
"36764",0,0,0,0,0,0,0,0
"40294",0,0,1,0,0,0,0,0
"25363",0,0,0,0,0,0,0,0
"33589",1,0,0,0,1,0,0,0
"31195",0,0,0,0,0,0,0,0
"33338",0,0,0,0,0,0,0,0
"27193",0,0,0,0,0,0,0,0
"16091",0,0,0,0,1,0,0,0
"33047",1,1,1,0,0,0,0,0
"31887",0,0,0,0,0,0,0,0
"14062",0,0,0,0,0,0,0,0
"29999",0,1,0,1,0,0,0,0
"28365",0,0,0,0,0,0,0,0
"35003",0,0,0,0,0,0,0,0
"25167",0,0,1,1,1,1,1,1
"33559",0,1,0,0,0,0,0,0
"37263",0,0,1,0,0,1,1,1
"22148",0,0,0,0,0,0,0,0
"32531",0,0,0,0,0,0,0,0
"22606",1,0,0,0,0,0,0,0
"31084",1,0,0,0,0,0,1,0
"32487",0,0,1,1,1,0,0,0
"40181",1,0,0,0,0,0,0,0
"28162",0,0,0,0,0,0,0,0
"28158",0,0,1,0,0,0,0,0
"41248",0,0,0,0,0,0,0,0
"33831",1,1,1,0,0,0,0,0
"40833",1,1,0,1,1,0,0,0
"31464",0,0,0,0,0,0,0,0
"29708",0,0,0,0,0,0,0,0
"32295",1,0,0,0,1,0,0,0
"21862",0,0,0,0,0,0,0,0
"18522",0,0,0,0,0,0,0,0
"32129",0,0,0,0,0,0,0,0
"30961",0,0,1,1,1,1,1,1
"33997",0,0,0,0,0,0,0,0
"30777",0,0,0,0,0,0,0,0
"30976",0,0,0,0,0,0,0,0
"29389",0,0,0,0,0,0,0,0
"33137",1,0,0,0,1,0,0,0
"18090",0,0,0,0,0,0,0,0
"31239",0,0,0,0,1,0,0,0
"20468",0,0,0,0,1,1,0,0
"30143",0,0,0,0,0,0,0,0
"17443",0,0,0,0,0,0,0,0
"31687",0,0,0,0,0,0,0,0
"42793",0,0,1,0,1,0,0,0
"24238",1,1,1,0,0,0,0,0
"13681",0,0,0,0,0,0,0,0
"28183",0,0,1,0,0,0,1,0
"21814",1,0,0,0,0,0,0,0
"40813",0,0,0,0,0,0,0,0
"32234",0,0,0,0,1,0,0,0
"30966",1,1,0,1,0,0,0,0
"12441",0,0,1,1,0,0,1,0
"33282",0,0,0,0,0,0,0,0
"26120",0,0,0,0,0,0,0,0
"31729",0,0,1,0,1,1,1,1
"31022",0,0,0,0,0,0,0,0
"30155",1,0,0,1,0,0,0,0
"19984",0,0,0,0,0,0,0,0
"29006",1,0,1,0,1,1,1,0
"18831",0,0,0,0,0,0,0,0
"20320",0,0,0,0,0,0,0,0
"32210",0,0,0,0,1,0,0,0
"18985",0,0,0,0,0,0,0,0
"26525",1,0,0,0,0,0,0,0
"28699",0,0,0,0,0,0,0,0
"20859",0,1,1,1,0,0,1,0
"31806",0,0,0,0,0,0,0,0
"27511",0,0,0,0,0,0,0,0
"23057",0,0,0,0,0,0,0,0
"19837",0,0,0,0,0,0,0,0
"33765",0,0,0,0,0,0,0,0
"35997",0,0,0,0,0,0,0,0
"26750",0,0,0,0,0,0,0,0
"31698",0,0,0,0,0,0,0,0
"32048",0,0,0,0,0,0,0,0
"33722",0,0,0,0,1,0,0,0
"32878",0,0,1,0,0,0,0,0
"30729",0,0,0,0,0,0,0,0
"37461",1,1,1,1,1,1,1,0
"43176",0,1,0,0,0,0,0,0
"30907",1,1,1,0,1,1,1,0
"29829",0,0,0,0,0,0,0,0
"30156",0,0,0,0,0,0,0,0
"32606",0,0,0,0,0,0,0,0
"38010",0,0,0,0,0,0,0,0
"22918",0,0,0,0,0,0,0,0
"30579",0,0,0,0,0,0,0,0
"31318",0,0,0,0,0,0,0,0
"29467",1,1,1,0,1,0,0,0
"23098",0,0,1,0,0,0,0,0
"38314",0,0,0,0,0,0,0,0
"15080",1,1,1,1,1,1,1,0
"23348",0,0,0,0,0,0,0,0
"33061",0,0,0,0,0,0,0,0
